animal_id,breed,intake_type,intake_subtype,intake_date,intake_time,intake_condition,outcome,outcome_date,outcome_time,impound_num
A1163747,PIT BULL,CONFISCATED,QUARANTINE,12/04/2022,12:39:00,APP WNL,RETURNED TO OWNER,12/06/2022,13:20:00,K22-571746
A1163748,MIXED BREED,STRAY,AT LARGE,12/04/2022,09:03:00,APP WNL,RETURNED TO OWNER,12/05/2022,12:53:00,K22-571724
A1163748,MIXED BREED,STRAY,CONFINED,06/06/2023,16:41:00,APP WNL,RETURNED TO OWNER,06/06/2023,17:15:00,K23-590101
A1163748,MIXED BREED,STRAY,AT LARGE,04/19/2023,07:26:00,APP WNL,RETURNED TO OWNER,04/19/2023,07:27:00,K23-585986
A1163748,MIXED BREED,CONFISCATED,QUARANTINE,05/17/2023,19:24:00,APP WNL,RETURNED TO OWNER,05/29/2023,13:30:00,K23-587673
A1163749,PIT BULL,CONFISCATED,QUARANTINE,12/04/2022,12:39:00,APP WNL,RETURNED TO OWNER,12/06/2022,13:21:00,K22-571745
A1163750,PEKINGESE,STRAY,AT LARGE,12/04/2022,09:03:00,APP WNL,RETURNED TO OWNER,12/06/2022,19:02:00,K22-571725
A1163750,PEKINGESE,STRAY,AT LARGE,01/08/2023,08:27:00,APP WNL,RETURNED TO OWNER,01/10/2023,17:13:00,K23-574511
A1163750,PEKINGESE,STRAY,AT LARGE,04/19/2023,07:26:00,APP WNL,RETURNED TO OWNER,04/19/2023,07:27:00,K23-585987
A1163750,PEKINGESE,STRAY,CONFINED,06/06/2023,16:41:00,APP WNL,RETURNED TO OWNER,06/06/2023,17:15:00,K23-590100
A1163751,GERM SHEPHERD,STRAY,WEB,11/27/2022,09:25:00,NORMAL,LOST EXP,01/04/2023,00:00:00,K22-571726
A1163754,GERM SHEPHERD,CONFISCATED,QUARANTINE,12/04/2022,10:30:00,APP WNL,RETURNED TO OWNER,12/16/2022,14:40:00,K22-571732
A1163756,MIXED BREED,STRAY,AT LARGE,12/04/2022,11:01:00,APP WNL,RETURNED TO OWNER,12/04/2022,16:59:00,K22-571733
A1163757,MIXED BREED,STRAY,AT LARGE,12/04/2022,11:19:00,APP WNL,ADOPTION,12/06/2022,16:29:00,K22-571735
A1163758,MIXED BREED,STRAY,AT LARGE,12/04/2022,11:25:00,APP WNL,FOSTER,12/10/2022,17:41:00,K22-571736
A1163758,MIXED BREED,FOSTER,APPOINT,12/22/2022,14:58:00,APP WNL,ADOPTION,12/22/2022,14:58:00,K22-573143
A1163759,MIXED BREED,FOSTER,APPOINT,12/19/2022,13:21:00,APP WNL,FOSTER,01/09/2023,18:07:00,K22-572847
A1163759,MIXED BREED,STRAY,AT LARGE,12/04/2022,11:42:00,APP WNL,FOSTER,12/11/2022,16:47:00,K22-571742
A1163760,MIXED BREED,STRAY,AT LARGE,12/04/2022,11:43:00,APP WNL,RETURNED TO OWNER,12/08/2022,16:31:00,K22-571743
A1163762,MIXED BREED,OWNER SURRENDER,WALK IN,12/04/2022,12:26:00,APP WNL,ADOPTION,01/26/2023,15:50:00,K22-571748
A1163764,MIXED BREED,STRAY,AT LARGE,12/04/2022,12:49:00,APP WNL,ADOPTION,12/09/2022,14:06:00,K22-571751
A1163765,MIXED BREED,OWNER SURRENDER,APPOINT,12/04/2022,13:19:00,APP WNL,RETURNED TO OWNER,01/12/2023,18:16:00,K22-571752
A1163766,MIXED BREED,STRAY,AT LARGE,12/04/2022,13:21:00,APP WNL,ADOPTION,12/08/2022,17:10:00,K22-571753
A1163767,MIXED BREED,STRAY,AT LARGE,12/04/2022,13:40:00,APP WNL,ADOPTION,12/11/2022,13:58:00,K22-571754
A1163768,MIXED BREED,STRAY,AT LARGE,12/04/2022,13:56:00,APP SICK,EUTHANIZED,12/04/2022,14:39:00,K22-571755
A1163769,MIXED BREED,STRAY,AT LARGE,12/04/2022,13:23:00,APP WNL,TRANSFER,12/06/2022,13:43:00,K22-571756
A1163770,MIXED BREED,STRAY,AT LARGE,12/04/2022,13:23:00,APP WNL,TRANSFER,12/06/2022,13:43:00,K22-571757
A1163772,MIXED BREED,STRAY,AT LARGE,12/04/2022,14:10:00,APP WNL,TRANSFER,12/09/2022,17:25:00,K22-571759
A1163775,MIXED BREED,STRAY,AT LARGE,12/04/2022,14:22:00,APP WNL,ADOPTION,12/08/2022,13:29:00,K22-571762
A1163780,MIXED BREED,STRAY,AT LARGE,12/04/2022,14:59:00,APP WNL,FOSTER,12/12/2022,19:06:00,K22-571768
A1163780,MIXED BREED,FOSTER,URGENT,01/07/2023,15:29:00,APP WNL,ADOPTION,01/10/2023,13:02:00,K23-574477
A1163782,ALASKAN HUSKY,STRAY,WEB,12/03/2022,15:25:00,NORMAL,LOST EXP,01/04/2023,00:00:00,K22-571770
A1163783,PUG,STRAY,WEB,12/04/2022,15:25:00,NORMAL,LOST EXP,01/04/2023,00:00:00,K22-571771
A1163784,MIXED BREED,STRAY,AT LARGE,12/04/2022,15:08:00,APP WNL,ADOPTION,12/09/2022,12:38:00,K22-571773
A1163785,MIXED BREED,STRAY,AT LARGE,12/04/2022,15:08:00,APP WNL,ADOPTION,12/06/2022,16:01:00,K22-571774
A1163786,MIXED BREED,STRAY,AT LARGE,12/04/2022,15:08:00,APP WNL,ADOPTION,12/18/2022,14:01:00,K22-571776
A1163787,MIXED BREED,STRAY,AT LARGE,12/04/2022,15:08:00,APP WNL,ADOPTION,12/09/2022,13:05:00,K22-571777
A1163788,MIXED BREED,STRAY,AT LARGE,12/04/2022,15:08:00,APP WNL,ADOPTION,12/18/2022,14:01:00,K22-571778
A1163790,MIXED BREED,STRAY,AT LARGE,12/04/2022,16:06:00,APP WNL,ADOPTION,12/08/2022,16:42:00,K22-571780
A1163791,PUG,STRAY,WEB,12/04/2022,16:25:00,NORMAL,LOST EXP,01/04/2023,00:00:00,K22-571779
A1163792,MIXED BREED,STRAY,AT LARGE,12/04/2022,16:40:00,APP SICK,TRANSFER,12/11/2022,14:15:00,K22-571781
A1163794,MIXED BREED,STRAY,AT LARGE,12/04/2022,16:40:00,APP SICK,TRANSFER,12/11/2022,14:15:00,K22-571782
A1163795,PUG,STRAY,WEB,12/04/2022,17:25:00,NORMAL,LOST EXP,01/04/2023,00:00:00,K22-571785
A1163796,MIXED BREED,STRAY,AT LARGE,12/04/2022,17:22:00,APP WNL,ADOPTION,12/10/2022,17:19:00,K22-571787
A1163802,BULLDOG,STRAY,CONFINED,12/04/2022,17:59:00,APP WNL,RETURNED TO OWNER,12/04/2022,18:28:00,K22-571790
A1163803,BULLDOG,STRAY,CONFINED,12/04/2022,17:59:00,APP WNL,RETURNED TO OWNER,12/04/2022,18:30:00,K22-571791
A1163806,CHIHUAHUA LH,OWNER SURRENDER,QUARANTINE,12/04/2022,18:29:00,APP WNL,EUTHANIZED,12/06/2022,16:32:00,K22-571793
A1163807,CHIHUAHUA SH,OWNER SURRENDER,QUARANTINE,12/04/2022,18:29:00,APP WNL,EUTHANIZED,12/06/2022,17:35:00,K22-571792
A1163808,MIXED BREED,STRAY,AT LARGE,12/04/2022,18:27:00,APP WNL,ADOPTION,12/29/2022,12:34:00,K22-571794
A1163809,MIXED BREED,STRAY,AT LARGE,12/04/2022,18:27:00,APP WNL,ADOPTION,12/08/2022,17:03:00,K22-571796
A1163812,SIBERIAN HUSKY,STRAY,WEB,12/04/2022,20:25:00,NORMAL,LOST EXP,01/04/2023,00:00:00,K22-571799
A1163814,MIXED BREED,CONFISCATED,QUARANTINE,12/04/2022,21:13:00,APP WNL,RETURNED TO OWNER,12/11/2022,12:25:00,K22-571801
A1163816,PIT BULL,STRAY,WEB,12/04/2022,23:25:00,NORMAL,LOST EXP,01/04/2023,00:00:00,K22-571802
A1163818,LABRADOR RETR,STRAY,WEB,11/30/2022,00:25:00,NORMAL,LOST EXP,01/04/2023,00:00:00,K22-571803
A1163819,BULLDOG,STRAY,CONFINED,12/05/2022,00:46:00,APP INJ,EUTHANIZED,12/05/2022,10:57:00,K22-571804
A1163820,MASTIFF,CONFISCATED,QUARANTINE,12/05/2022,01:55:00,APP WNL,RETURNED TO OWNER,12/08/2022,11:56:00,K22-571805
A1163820,MASTIFF,STRAY,AT LARGE,06/20/2023,19:07:00,CRITICAL,RETURNED TO OWNER,06/21/2023,12:09:00,K23-591599
A1163821,MIXED BREED,STRAY,AT LARGE,12/05/2022,08:38:00,APP WNL,ADOPTION,12/12/2022,17:27:00,K22-571806
A1163822,MIXED BREED,STRAY,AT LARGE,12/12/2022,15:08:00,APP WNL,ADOPTION,12/17/2022,17:30:00,K22-572324
A1163823,MIXED BREED,STRAY,AT LARGE,12/05/2022,09:15:00,APP WNL,ADOPTION,12/11/2022,17:11:00,K22-571809
A1163824,GERM SHEPHERD,STRAY,WEB,12/03/2022,09:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571808
A1163825,MIXED BREED,STRAY,AT LARGE,12/05/2022,09:15:00,APP WNL,FOSTER,12/10/2022,11:34:00,K22-571811
A1163825,MIXED BREED,FOSTER,APPOINT,12/26/2022,08:42:00,APP WNL,ADOPTION,12/26/2022,17:26:00,K22-573333
A1163826,PIT BULL,STRAY,AT LARGE,12/05/2022,10:08:00,APP WNL,EUTHANIZED,12/10/2022,16:11:00,K22-571812
A1163827,MIXED BREED,STRAY,CONFINED,12/05/2022,10:32:00,APP WNL,ADOPTION,12/10/2022,17:52:00,K22-571815
A1163828,MIXED BREED,STRAY,CONFINED,12/05/2022,10:32:00,APP WNL,ADOPTION,01/03/2023,18:35:00,K22-571816
A1163829,ALASKAN HUSKY,STRAY,AT LARGE,12/05/2022,10:39:00,APP WNL,RETURNED TO OWNER,12/05/2022,11:11:00,K22-571820
A1163831,MIXED BREED,STRAY,AT LARGE,12/05/2022,11:08:00,APP INJ,EUTHANIZED,12/06/2022,13:03:00,K22-571818
A1163832,CATAHOULA,STRAY,AT LARGE,12/05/2022,10:39:00,APP WNL,RETURNED TO OWNER,12/05/2022,11:11:00,K22-571823
A1163837,MIXED BREED,STRAY,AT LARGE,12/05/2022,12:10:00,APP WNL,TRANSFER,12/11/2022,11:05:00,K22-571824
A1163838,BULLDOG,STRAY,WEB,12/04/2022,12:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571825
A1163839,GERM SH POINT,STRAY,WEB,12/04/2022,12:25:00,NORMAL,FOUND EXP,01/05/2023,00:00:00,K22-571826
A1163841,MIXED BREED,STRAY,AT LARGE,12/05/2022,12:53:00,APP WNL,ADOPTION,12/07/2022,17:30:00,K22-571829
A1163842,CHIHUAHUA SH,OWNER SURRENDER,URGENT,12/05/2022,13:24:00,APP WNL,ADOPTION,12/08/2022,17:05:00,K22-571831
A1163843,MIXED BREED,STRAY,AT LARGE,12/05/2022,13:08:00,APP WNL,EUTHANIZED,01/11/2023,14:37:00,K22-571830
A1163844,MIXED BREED,STRAY,AT LARGE,12/05/2022,13:48:00,APP WNL,FOSTER,12/11/2022,16:29:00,K22-571832
A1163844,MIXED BREED,FOSTER,APPOINT,12/28/2022,13:38:00,APP SICK,ADOPTION,12/31/2022,17:21:00,K22-573560
A1163845,MIXED BREED,STRAY,AT LARGE,12/05/2022,13:53:00,APP WNL,EUTHANIZED,01/04/2023,14:18:00,K22-571833
A1163846,MIXED BREED,STRAY,AT LARGE,12/05/2022,14:14:00,APP WNL,ADOPTION,12/12/2022,15:54:00,K22-571834
A1163847,MIXED BREED,STRAY,AT LARGE,12/05/2022,13:53:00,APP WNL,EUTHANIZED,12/27/2022,14:16:00,K22-571835
A1163848,MIXED BREED,STRAY,AT LARGE,12/05/2022,14:41:00,APP WNL,ADOPTION,12/06/2022,12:21:00,K22-571836
A1163849,MIXED BREED,OWNER SURRENDER,WALK IN,12/05/2022,14:33:00,APP WNL,RETURNED TO OWNER,12/06/2022,15:53:00,K22-571837
A1163850,MIXED BREED,STRAY,AT LARGE,12/05/2022,15:09:00,APP WNL,ADOPTION,12/11/2022,16:42:00,K22-571838
A1163851,MIXED BREED,STRAY,AT LARGE,12/05/2022,15:27:00,APP WNL,RETURNED TO OWNER,12/05/2022,15:28:00,K22-571839
A1163852,MIXED BREED,STRAY,AT LARGE,12/05/2022,15:39:00,APP WNL,EUTHANIZED,12/11/2022,13:50:00,K22-571840
A1163854,MIXED BREED,STRAY,AT LARGE,12/05/2022,15:53:00,APP WNL,TRANSFER,12/22/2022,12:18:00,K22-571841
A1163855,MIXED BREED,STRAY,CONFINED,12/05/2022,16:06:00,APP WNL,FOSTER,12/11/2022,18:39:00,K22-571842
A1163855,MIXED BREED,FOSTER,APPOINT,01/01/2023,11:39:00,APP WNL,TRANSFER,01/01/2023,11:39:00,K23-573859
A1163855,MIXED BREED,TREATMENT,SPAY/NEUT,01/25/2023,08:57:00,APP WNL,TREATMENT,01/25/2023,16:21:00,K23-575789
A1163858,MALTESE,STRAY,WEB,12/02/2022,16:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571843
A1163859,CHIHUAHUA SH,STRAY,WEB,12/05/2022,16:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571844
A1163860,CHINESE CRESTED,STRAY,WEB,12/05/2022,16:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571845
A1163861,CHIHUAHUA SH,STRAY,WEB,12/03/2022,16:25:00,NORMAL,FOUND EXP,01/05/2023,00:00:00,K22-571846
A1163862,BLACK MOUTH CUR,STRAY,WEB,11/23/2022,16:25:00,NORMAL,FOUND EXP,01/05/2023,00:00:00,K22-571847
A1163864,POODLE STND,STRAY,WEB,12/05/2022,16:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571849
A1163865,PIT BULL,STRAY,WEB,12/02/2022,16:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571850
A1163866,GERM SHEPHERD,STRAY,WEB,12/01/2022,16:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571851
A1163867,CHIHUAHUA SH,STRAY,WEB,12/05/2022,16:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571852
A1163868,MIXED BREED,STRAY,AT LARGE,12/05/2022,16:21:00,APP WNL,RETURNED TO OWNER,12/08/2022,18:53:00,K22-571853
A1163869,MIXED BREED,OWNER SURRENDER,APPOINT,12/05/2022,16:39:00,APP WNL,EUTHANIZED,12/07/2022,14:54:00,K22-571854
A1163870,MIXED BREED,OWNER SURRENDER,WALK IN,12/05/2022,16:57:00,APP SICK,TRANSFER,12/08/2022,16:59:00,K22-571855
A1163873,MIXED BREED,OWNER SURRENDER,WALK IN,12/05/2022,18:00:00,APP WNL,RETURNED TO OWNER,01/14/2023,15:52:00,K22-571861
A1163874,MIXED BREED,STRAY,CONFINED,12/05/2022,18:15:00,APP WNL,ADOPTION,12/16/2022,16:40:00,K22-571862
A1163875,ALASKAN HUSKY,STRAY,WEB,11/27/2022,18:25:00,NORMAL,FOUND EXP,01/05/2023,00:00:00,K22-571863
A1163876,GREAT PYRENEES,STRAY,WEB,12/05/2022,18:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571864
A1163878,GERM SHEPHERD,STRAY,WEB,12/05/2022,18:25:00,NORMAL,FOUND EXP,01/05/2023,00:00:00,K22-571866
A1163879,CHIHUAHUA SH,STRAY,WEB,12/05/2022,18:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571867
A1163880,MIXED BREED,STRAY,AT LARGE,12/05/2022,18:16:00,APP WNL,ADOPTION,12/19/2022,19:15:00,K22-571868
A1163881,MIXED BREED,STRAY,CONFINED,12/05/2022,19:38:00,APP WNL,FOSTER,12/18/2022,15:08:00,K22-571869
A1163881,MIXED BREED,FOSTER,APPOINT,03/17/2023,11:01:00,APP WNL,ADOPTION,03/17/2023,11:10:00,K23-579973
A1163882,MIXED BREED,STRAY,AT LARGE,12/05/2022,20:04:00,APP WNL,ADOPTION,12/12/2022,17:55:00,K22-571871
A1163882,MIXED BREED,TRANSFER,OWNER SURR,02/18/2023,12:44:00,APP WNL,ADOPTION,02/22/2023,17:33:00,K23-577680
A1163883,MIXED BREED,STRAY,AT LARGE,12/05/2022,20:39:00,APP WNL,ADOPTION,12/11/2022,15:30:00,K22-571873
A1163885,SHIH TZU,STRAY,WEB,12/04/2022,21:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571874
A1163886,GERM SHEPHERD,STRAY,WEB,12/05/2022,21:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571875
A1163887,SWISS HOUND,STRAY,WEB,12/05/2022,21:25:00,NORMAL,LOST EXP,01/05/2023,00:00:00,K22-571876
A1163888,PIT BULL,CONFISCATED,QUARANTINE,12/05/2022,22:19:00,APP WNL,RETURNED TO OWNER,12/16/2022,16:26:00,K22-571877
A1163888,PIT BULL,OWNER SURRENDER,URGENT,06/05/2023,16:17:00,APP WNL,EUTHANIZED,06/06/2023,13:11:00,K23-589978
A1163889,MIXED BREED,STRAY,CONFINED,12/05/2022,23:59:00,APP WNL,RETURNED TO OWNER,12/08/2022,18:47:00,K22-571878
A1163892,AKITA,STRAY,CONFINED,12/06/2022,06:16:00,CRITICAL,DIED,12/06/2022,06:19:00,K22-571881
A1163894,MIXED BREED,STRAY,CONFINED,12/06/2022,09:09:00,APP WNL,ADOPTION,12/10/2022,15:46:00,K22-571886
A1163895,MIXED BREED,STRAY,CONFINED,12/06/2022,09:09:00,APP WNL,ADOPTION,12/10/2022,15:46:00,K22-571887
A1163896,ALASKAN HUSKY,STRAY,CONFINED,12/06/2022,09:13:00,APP WNL,RETURNED TO OWNER,12/06/2022,10:16:00,K22-571888
A1163897,BEAGLE,STRAY,WEB,12/06/2022,09:25:00,NORMAL,LOST EXP,01/06/2023,00:00:00,K22-571890
A1163898,MIXED BREED,STRAY,AT LARGE,12/06/2022,09:58:00,APP WNL,RETURNED TO OWNER,12/09/2022,18:48:00,K22-571892
A1163898,MIXED BREED,STRAY,AT LARGE,07/12/2023,13:14:00,APP WNL,FOSTER,08/18/2023,16:12:00,K23-593945
A1163899,CHIHUAHUA LH,STRAY,WEB,12/05/2022,10:25:00,NORMAL,FOUND EXP,01/06/2023,00:00:00,K22-571893
A1163900,MIXED BREED,STRAY,AT LARGE,12/06/2022,11:03:00,APP WNL,ADOPTION,12/12/2022,17:05:00,K22-571894
A1163901,MIXED BREED,STRAY,AT LARGE,12/06/2022,11:03:00,APP WNL,ADOPTION,12/20/2022,13:49:00,K22-571895
A1163901,MIXED BREED,TREATMENT,HEART WORM,05/18/2023,09:56:00,APP WNL,TREATMENT,05/18/2023,14:03:00,K23-587688
A1163901,MIXED BREED,TREATMENT,HEART WORM,06/18/2023,10:33:00,APP WNL,TREATMENT,06/19/2023,09:24:00,K23-591295
A1163902,MIXED BREED,STRAY,AT LARGE,12/06/2022,11:14:00,APP WNL,ADOPTION,12/10/2022,15:45:00,K22-571896
A1163903,MIXED BREED,STRAY,AT LARGE,12/06/2022,11:33:00,APP WNL,ADOPTION,12/12/2022,17:27:00,K22-571897
A1163904,MIXED BREED,STRAY,CONFINED,12/06/2022,11:50:00,APP WNL,ADOPTION,12/11/2022,15:36:00,K22-571899
A1163904,MIXED BREED,OWNER SURRENDER,QUARANTINE,12/11/2022,17:48:00,APP WNL,EUTHANIZED,12/13/2022,13:43:00,K22-572274
A1163905,MIXED BREED,STRAY,AT LARGE,12/06/2022,12:14:00,APP WNL,ADOPTION,12/09/2022,17:09:00,K22-571900
A1163910,MIXED BREED,STRAY,AT LARGE,12/06/2022,13:06:00,APP WNL,ADOPTION,12/11/2022,16:57:00,K22-571905
A1163916,MIXED BREED,STRAY,AT LARGE,12/06/2022,14:03:00,APP WNL,ADOPTION,12/11/2022,15:26:00,K22-571907
A1163917,MIXED BREED,STRAY,AT LARGE,12/06/2022,14:11:00,APP WNL,ADOPTION,12/14/2022,13:00:00,K22-571908
A1163918,LHASA APSO,STRAY,WEB,11/30/2022,14:25:00,NORMAL,LOST EXP,01/06/2023,00:00:00,K22-571909
A1163919,MIXED BREED,STRAY,AT LARGE,12/06/2022,14:03:00,APP WNL,TRANSFER,12/10/2022,16:24:00,K22-571910
A1163920,MIXED BREED,STRAY,AT LARGE,12/06/2022,14:34:00,APP WNL,ADOPTION,12/10/2022,15:08:00,K22-571911
A1163921,MIXED BREED,STRAY,AT LARGE,12/06/2022,15:04:00,APP WNL,TRANSFER,12/13/2022,14:40:00,K22-571912
A1163924,FOX TERR SMOOTH,STRAY,WEB,12/06/2022,15:25:00,NORMAL,FOUND EXP,01/06/2023,00:00:00,K22-571914
A1163927,MIXED BREED,STRAY,AT LARGE,12/06/2022,16:05:00,APP WNL,FOSTER,12/23/2022,16:59:00,K22-571919
A1163927,MIXED BREED,FOSTER,APPOINT,12/24/2022,14:49:00,APP SICK,FOSTER,12/26/2022,17:49:00,K22-573289
A1163927,MIXED BREED,FOSTER,APPOINT,01/18/2023,10:12:00,APP WNL,ADOPTION,01/18/2023,10:16:00,K23-575241
A1163929,LABRADOR RETR,STRAY,WEB,12/05/2022,16:25:00,NORMAL,LOST EXP,01/06/2023,00:00:00,K22-571921
A1163932,MIXED BREED,STRAY,AT LARGE,12/06/2022,17:08:00,APP WNL,ADOPTION,12/12/2022,15:41:00,K22-571922
A1163939,MIXED BREED,STRAY,AT LARGE,12/06/2022,20:14:00,APP WNL,EUTHANIZED,01/24/2023,12:27:00,K22-571930
A1163941,MIXED BREED,STRAY,AT LARGE,12/06/2022,20:14:00,APP WNL,FOSTER,02/03/2023,18:47:00,K22-571931
A1163941,MIXED BREED,FOSTER,APPOINT,09/17/2023,11:03:00,APP WNL,ADOPTION,09/17/2023,11:03:00,K23-600447
A1163947,GERM SHEPHERD,STRAY,WEB,12/06/2022,22:25:00,NORMAL,FOUND EXP,01/06/2023,00:00:00,K22-571933
A1163948,CATAHOULA,STRAY,WEB,11/25/2022,23:25:00,NORMAL,LOST EXP,01/06/2023,00:00:00,K22-571936
A1163949,DOBERMAN PINSCH,STRAY,WEB,12/03/2022,00:25:00,NORMAL,FOUND EXP,01/06/2023,00:00:00,K22-571937
A1163950,BORDER COLLIE,STRAY,WEB,12/03/2022,04:25:00,NORMAL,LOST EXP,01/07/2023,00:00:00,K22-571939
A1163951,GREAT PYRENEES,STRAY,AT LARGE,12/07/2022,06:04:00,APP WNL,RETURNED TO OWNER,12/07/2022,06:13:00,K22-571940
A1163952,BOXER,STRAY,AT LARGE,12/07/2022,06:04:00,APP WNL,RETURNED TO OWNER,12/07/2022,06:13:00,K22-571941
A1163953,CHOW CHOW,STRAY,WEB,12/06/2022,06:25:00,NORMAL,FOUND EXP,01/07/2023,00:00:00,K22-571942
A1163956,MALTESE,STRAY,WEB,12/06/2022,08:25:00,NORMAL,LOST EXP,01/07/2023,00:00:00,K22-571947
A1163957,FRENCH BULLDOG,STRAY,WEB,12/06/2022,08:25:00,NORMAL,LOST EXP,01/07/2023,00:00:00,K22-571948
A1163960,PIT BULL,STRAY,WEB,12/06/2022,09:25:00,NORMAL,LOST EXP,01/07/2023,00:00:00,K22-571951
A1163961,MIXED BREED,STRAY,AT LARGE,12/07/2022,09:29:00,APP WNL,ADOPTION,12/11/2022,17:18:00,K22-571953
A1163966,AM PIT BULL TER,STRAY,AT LARGE,12/07/2022,11:32:00,APP WNL,RETURNED TO OWNER,12/07/2022,11:33:00,K22-571963
A1163967,PUG,STRAY,WEB,12/06/2022,11:25:00,NORMAL,LOST EXP,01/07/2023,00:00:00,K22-571959
A1163968,PUG,STRAY,WEB,12/06/2022,11:25:00,NORMAL,LOST EXP,01/07/2023,00:00:00,K22-571960
A1163969,CHIHUAHUA LH,STRAY,WEB,11/29/2022,11:25:00,NORMAL,LOST EXP,01/07/2023,00:00:00,K22-571961
A1163971,MIXED BREED,STRAY,AT LARGE,12/07/2022,11:28:00,APP WNL,ADOPTION,12/11/2022,17:25:00,K22-571964
A1163976,MIXED BREED,STRAY,AT LARGE,12/07/2022,12:25:00,APP WNL,EUTHANIZED,01/01/2023,13:42:00,K22-571968
A1163977,MIXED BREED,STRAY,AT LARGE,12/07/2022,12:44:00,APP WNL,ADOPTION,12/11/2022,15:11:00,K22-571970
A1163979,MIXED BREED,STRAY,AT LARGE,12/07/2022,12:52:00,APP WNL,ADOPTION,12/11/2022,11:10:00,K22-571971
A1163979,MIXED BREED,OWNER SURRENDER,APPOINT,05/27/2023,14:55:00,APP WNL,ADOPTION,06/03/2023,11:30:00,K23-588974
A1163980,MIXED BREED,STRAY,AT LARGE,12/07/2022,13:05:00,APP WNL,ADOPTION,12/11/2022,17:16:00,K22-571972
A1163980,MIXED BREED,STRAY,AT LARGE,01/23/2023,15:46:00,APP WNL,RETURNED TO OWNER,01/23/2023,17:52:00,K23-575672
A1163981,MIXED BREED,OWNER SURRENDER,APPOINT,01/23/2023,16:41:00,APP WNL,ADOPTION,01/26/2023,14:13:00,K23-575675
A1163981,MIXED BREED,STRAY,AT LARGE,12/07/2022,12:52:00,APP WNL,ADOPTION,12/11/2022,16:33:00,K22-571974
A1163983,YORKSHIRE TERR,STRAY,WEB,11/30/2022,13:25:00,NORMAL,LOST EXP,01/07/2023,00:00:00,K22-571976
A1163985,GERM SHEPHERD,STRAY,AT LARGE,12/07/2022,13:39:00,APP INJ,EUTHANIZED,12/07/2022,16:20:00,K22-571977
A1163986,MIXED BREED,STRAY,CONFINED,12/07/2022,14:02:00,APP WNL,ADOPTION,01/02/2023,19:06:00,K22-571978
A1163987,MIXED BREED,STRAY,AT LARGE,12/07/2022,14:04:00,APP WNL,ADOPTION,12/11/2022,16:44:00,K22-571979
A1163988,MIXED BREED,OWNER SURRENDER,WALK IN,12/07/2022,14:05:00,APP WNL,ADOPTION,12/09/2022,17:40:00,K22-571980
A1163989,YORKSHIRE TERR,STRAY,WEB,12/07/2022,14:25:00,NORMAL,LOST EXP,01/07/2023,00:00:00,K22-571981
A1163991,LABRADOR RETR,STRAY,WEB,12/05/2022,14:25:00,NORMAL,LOST EXP,01/07/2023,00:00:00,K22-571983
A1163992,MIXED BREED,STRAY,CONFINED,12/07/2022,14:01:00,APP WNL,ADOPTION,01/02/2023,17:40:00,K22-571985
A1163992,MIXED BREED,TREATMENT,HEART WORM,05/21/2023,09:41:00,APP WNL,TREATMENT,05/21/2023,10:18:00,K23-588138
A1163992,MIXED BREED,TREATMENT,HEART WORM,06/21/2023,09:10:00,APP WNL,TREATMENT,06/22/2023,16:05:00,K23-591609
A1163993,MIXED BREED,FOSTER,APPOINT,04/18/2023,15:01:00,APP WNL,TRANSFER,04/18/2023,15:02:00,K23-585945
A1163993,MIXED BREED,STRAY,CONFINED,12/07/2022,14:35:00,APP WNL,FOSTER,12/12/2022,12:00:00,K22-571986
A1163993,MIXED BREED,FOSTER,APPOINT,01/04/2023,09:38:00,APP WNL,FOSTER,01/04/2023,16:18:00,K23-574142
A1163993,MIXED BREED,FOSTER,APPOINT,03/05/2023,18:44:00,APP WNL,FOSTER,03/05/2023,18:44:00,K23-578999
A1163994,ROTTWEILER,STRAY,CONFINED,12/07/2022,14:35:00,APP INJ,EUTHANIZED,12/07/2022,18:06:00,K22-571987
A1163995,MIXED BREED,STRAY,AT LARGE,12/07/2022,14:47:00,APP WNL,FOSTER,02/12/2023,12:38:00,K22-571988
A1163995,MIXED BREED,FOSTER,APPOINT,04/06/2023,17:17:00,APP WNL,ADOPTION,04/06/2023,17:21:00,K23-584517
A1163996,MIXED BREED,STRAY,AT LARGE,12/07/2022,14:47:00,APP WNL,EUTHANIZED,02/01/2023,16:21:00,K22-571989
A1163997,MIXED BREED,STRAY,AT LARGE,12/07/2022,14:48:00,APP WNL,ADOPTION,12/15/2022,19:36:00,K22-571990
